,Season,Sprinkler,Rain,Wet,Slippery
978,Spring,1,1,1,1
979,Autumn,0,1,1,1
980,Autumn,0,1,1,1
981,Spring,1,1,1,1
982,Autumn,0,0,0,0
983,Autumn,0,1,1,1
984,Autumn,0,0,0,1
985,Summer,1,1,1,0
986,Spring,1,1,1,1
987,Summer,1,0,1,1
988,Spring,0,1,1,1
989,Autumn,0,1,1,1
990,Winter,0,1,1,1
991,Summer,1,1,1,1
992,Spring,1,0,1,1
993,Spring,1,1,1,1
994,Spring,0,0,0,0
995,Spring,0,0,0,0
996,Autumn,0,0,0,0
997,Autumn,0,0,0,0
998,Autumn,0,0,0,0
999,Spring,1,1,1,1
1000,Autumn,0,1,1,0
1001,Spring,0,1,1,1
1002,Summer,1,0,1,1
1003,Spring,0,1,1,0
1004,Spring,0,1,1,1
1005,Autumn,0,1,1,1
1006,Summer,1,0,1,1
1007,Winter,0,0,0,0
1008,Autumn,0,1,1,0
1009,Summer,1,0,1,1
1010,Autumn,0,1,1,0
1011,Summer,1,1,1,0
1012,Winter,0,0,0,0
1013,Autumn,0,1,1,1
1014,Summer,0,0,0,1
1015,Winter,0,0,0,0
1016,Winter,0,1,1,1
1017,Summer,1,0,1,1
1018,Winter,0,0,0,0
1019,Summer,1,0,1,1
1020,Winter,0,0,0,0
1021,Summer,1,0,1,1
1022,Autumn,0,1,1,1
1023,Winter,0,0,0,0
1024,Autumn,0,0,0,0
1025,Autumn,1,1,1,1
1026,Winter,0,0,0,0
1027,Winter,0,0,0,0
1028,Summer,1,0,1,1
1029,Autumn,1,1,1,1
1030,Spring,1,0,1,1
1031,Winter,0,0,0,0
1032,Spring,1,1,1,1
1033,Spring,0,1,1,1
1034,Autumn,1,1,1,1
1035,Autumn,0,1,1,0
1036,Spring,1,1,1,0
1037,Spring,1,1,1,1
1038,Spring,1,1,1,1
1039,Autumn,1,0,1,1
1040,Winter,0,0,0,1
1041,Spring,1,0,1,1
1042,Autumn,0,0,0,0
1043,Spring,1,0,1,1
1044,Winter,0,1,1,1
1045,Summer,1,0,1,1
1046,Summer,1,0,1,1
1047,Spring,0,1,1,1
1048,Winter,0,0,0,0
1049,Autumn,0,1,1,1
1050,Summer,1,0,1,1
1051,Summer,1,1,1,1
1052,Autumn,0,0,0,0
1053,Winter,0,0,0,0
1054,Autumn,0,1,1,0
1055,Winter,0,0,0,0
1056,Summer,0,0,0,0
1057,Spring,1,0,1,1
1058,Spring,0,1,1,1
1059,Winter,0,0,0,0
1060,Spring,0,0,0,0
1061,Winter,0,0,0,0
1062,Summer,0,1,1,1
1063,Winter,0,0,0,0
1064,Summer,1,0,1,1
1065,Autumn,0,0,0,0
1066,Autumn,0,0,0,0
1067,Summer,1,0,1,1
1068,Winter,0,0,0,0
1069,Summer,1,1,1,1
1070,Summer,0,0,0,0
1071,Spring,0,1,1,1
1072,Spring,0,1,1,1
1073,Autumn,0,1,1,1
1074,Summer,1,0,1,1
1075,Autumn,1,1,1,0
1076,Autumn,1,1,1,1
1077,Autumn,0,0,0,0
1078,Summer,1,0,1,0
1079,Autumn,0,1,1,1
1080,Winter,0,1,1,1
1081,Winter,0,0,0,0
1082,Spring,1,0,1,1
1083,Summer,1,1,1,1
1084,Winter,0,0,0,0
1085,Summer,1,0,1,1
1086,Summer,1,1,1,1
1087,Summer,0,0,0,1
1088,Spring,1,0,1,1
1089,Summer,1,0,1,1
1090,Winter,0,0,0,0
1091,Winter,0,0,0,0
1092,Winter,0,0,0,0
1093,Spring,0,1,1,1
1094,Winter,0,1,1,1
1095,Spring,0,1,1,1
1096,Spring,0,0,0,0
1097,Spring,1,0,1,1
1098,Autumn,0,1,1,0
1099,Summer,1,0,1,1
1100,Autumn,0,1,1,1
1101,Spring,0,0,0,1
1102,Autumn,1,1,1,1
1103,Spring,1,0,1,1
1104,Spring,0,0,0,0
1105,Autumn,0,0,0,0
1106,Summer,0,0,0,0
1107,Spring,1,0,1,1
1108,Summer,0,0,0,0
1109,Spring,1,1,1,1
1110,Summer,0,1,1,1
1111,Winter,0,0,0,0
1112,Autumn,0,1,1,1
1113,Spring,1,1,1,1
1114,Winter,0,0,0,0
1115,Autumn,0,0,0,0
1116,Winter,0,1,1,1
1117,Summer,1,0,1,0
1118,Summer,0,0,0,1
1119,Summer,1,0,1,1
1120,Summer,1,1,1,1
1121,Autumn,0,0,0,0
1122,Autumn,0,1,1,1
1123,Spring,0,0,0,0
1124,Spring,1,1,1,1
1125,Autumn,1,1,1,0
1126,Summer,1,1,1,1
1127,Summer,1,0,1,1
1128,Spring,0,0,0,0
1129,Spring,0,0,0,0
1130,Autumn,0,1,1,1
1131,Winter,0,0,0,0
1132,Winter,0,1,1,1
1133,Autumn,0,0,0,0
1134,Winter,0,1,1,0
1135,Winter,0,0,0,0
1136,Summer,1,0,1,1
1137,Autumn,0,0,0,0
1138,Spring,1,1,1,1
1139,Spring,1,0,1,1
1140,Autumn,0,1,1,1
1141,Winter,0,0,0,0
1142,Winter,0,0,0,0
1143,Autumn,1,0,1,0
1144,Summer,1,0,1,0
1145,Spring,0,1,1,1
1146,Autumn,1,1,1,1
1147,Summer,1,0,1,1
1148,Winter,0,0,0,0
1149,Spring,0,1,1,1
1150,Autumn,1,1,1,1
1151,Autumn,0,0,0,0
1152,Autumn,0,1,1,1
1153,Spring,1,0,1,0
1154,Winter,0,0,0,0
1155,Summer,0,0,0,0
1156,Summer,1,0,1,1
1157,Summer,1,0,1,1
1158,Summer,1,0,1,1
1159,Autumn,0,1,1,1
1160,Winter,0,0,0,0
1161,Autumn,0,1,1,1
1162,Autumn,1,1,1,1
1163,Summer,1,1,1,1
1164,Summer,0,0,0,0
1165,Autumn,0,1,1,1
1166,Winter,0,0,0,0
1167,Winter,0,0,0,1
1168,Summer,1,0,1,1
1169,Summer,1,1,1,1
1170,Autumn,0,1,1,1
1171,Autumn,0,1,1,0
1172,Spring,1,0,1,0
1173,Winter,0,1,1,1
1174,Summer,0,0,0,1
1175,Spring,0,1,1,1
1176,Summer,1,0,1,1
1177,Winter,0,0,0,0
1178,Winter,0,0,0,0
1179,Winter,0,0,0,1
1180,Winter,0,1,1,1
1181,Winter,0,0,0,0
1182,Winter,0,0,0,1
1183,Summer,0,0,0,0
1184,Summer,1,0,1,1
1185,Spring,0,1,1,1
1186,Autumn,1,0,1,1
1187,Winter,0,0,0,0
1188,Summer,1,0,1,1
1189,Spring,1,0,1,1
1190,Autumn,0,1,1,1
1191,Summer,0,0,0,0
1192,Spring,0,0,0,0
1193,Autumn,0,1,1,1
1194,Summer,1,0,1,1
1195,Winter,0,1,1,1
1196,Winter,0,1,1,1
1197,Autumn,1,1,1,1
1198,Spring,0,1,1,1
1199,Spring,0,0,0,0
1200,Spring,1,0,1,1
1201,Winter,0,1,1,1
1202,Summer,0,1,1,1
1203,Spring,1,0,1,1
1204,Autumn,0,0,0,0
1205,Summer,1,0,1,1
1206,Winter,0,0,0,0
1207,Spring,0,0,0,0
1208,Summer,1,1,1,1
1209,Autumn,0,1,1,1
1210,Winter,0,0,0,0
1211,Spring,1,0,1,1
1212,Summer,1,0,1,1
1213,Autumn,0,0,0,0
1214,Autumn,0,0,0,1
1215,Summer,1,0,1,0
1216,Winter,0,0,0,0
1217,Autumn,1,1,1,1
1218,Autumn,1,1,1,0
1219,Summer,1,1,1,1
1220,Winter,0,0,0,0
1221,Summer,1,1,1,1
1222,Summer,1,1,1,0
1223,Autumn,0,1,1,0
1224,Summer,1,0,1,1
1225,Autumn,1,0,1,1
1226,Winter,0,0,0,0
1227,Summer,0,0,0,0
1228,Winter,0,1,1,1
1229,Summer,1,0,1,1
1230,Spring,1,0,1,1
1231,Summer,0,0,0,0
1232,Autumn,0,0,0,1
1233,Autumn,0,1,1,1
1234,Summer,1,0,1,1
1235,Winter,0,1,1,1
1236,Summer,0,1,1,1
1237,Spring,0,1,1,1
1238,Summer,0,0,0,1
1239,Spring,0,0,0,0
1240,Summer,1,0,1,1
1241,Autumn,0,1,1,1
1242,Autumn,0,0,0,0
1243,Autumn,0,1,1,1
1244,Summer,0,1,1,1
1245,Spring,1,1,1,1
1246,Winter,0,0,0,0
1247,Winter,0,1,1,1
1248,Spring,1,0,1,1
1249,Winter,0,0,0,0
1250,Summer,1,0,1,1
1251,Autumn,0,0,0,0
1252,Spring,0,1,1,1
1253,Spring,1,1,1,1
1254,Autumn,0,1,1,1
1255,Winter,0,1,1,1
1256,Winter,0,0,0,0
1257,Summer,1,0,1,1
1258,Winter,0,0,0,0
1259,Summer,1,1,1,1
1260,Winter,0,1,1,1
1261,Autumn,0,1,1,1
1262,Autumn,1,1,1,1
1263,Summer,1,0,1,1
1264,Summer,1,0,1,1
1265,Winter,0,1,1,1
1266,Winter,0,0,0,0
1267,Autumn,0,1,1,1
1268,Autumn,0,0,0,0
1269,Winter,0,0,0,0
1270,Summer,1,0,1,1
1271,Autumn,0,0,0,0
1272,Winter,0,0,0,1
1273,Winter,0,0,0,0
1274,Winter,0,0,0,0
1275,Winter,0,0,0,0
1276,Autumn,0,0,0,0
1277,Summer,1,0,1,1
1278,Summer,1,0,1,1
1279,Winter,0,0,0,0
1280,Spring,0,0,0,0
1281,Spring,1,1,1,1
1282,Summer,0,0,0,1
1283,Spring,0,1,1,1
1284,Autumn,0,1,1,1
1285,Spring,0,0,0,0
1286,Autumn,1,1,1,1
1287,Spring,1,1,1,1
1288,Summer,1,0,1,1
1289,Summer,0,0,0,0
1290,Winter,0,1,1,1
1291,Spring,0,0,0,0
1292,Winter,0,0,0,0
1293,Winter,0,0,0,0
1294,Autumn,0,1,1,1
1295,Winter,0,0,0,0
1296,Winter,0,1,1,1
1297,Autumn,0,0,0,0
1298,Spring,0,0,0,0
1299,Autumn,1,0,1,1
1300,Winter,0,1,1,1
1301,Autumn,0,1,1,1
1302,Spring,1,0,1,0
1303,Spring,0,1,1,1
1304,Summer,0,0,0,1
1305,Winter,0,0,0,0
1306,Summer,0,0,0,0
1307,Autumn,0,0,0,0
1308,Spring,0,1,1,0
1309,Winter,0,0,0,0
1310,Summer,0,0,0,0
1311,Spring,0,1,1,1
1312,Summer,0,0,0,0
1313,Autumn,0,1,1,1
1314,Summer,1,0,1,1
1315,Spring,0,1,1,1
1316,Winter,0,0,0,0
1317,Winter,0,1,1,1
1318,Summer,0,0,0,0
1319,Summer,1,0,1,1
1320,Summer,0,0,0,0
1321,Winter,0,0,0,0
1322,Autumn,1,1,1,1
1323,Autumn,0,0,0,0
1324,Summer,0,0,0,0
1325,Summer,1,1,1,1
1326,Summer,1,0,1,1
1327,Autumn,0,1,1,1
1328,Winter,0,0,0,0
1329,Summer,1,0,1,1
1330,Autumn,0,1,1,0
1331,Autumn,0,1,1,1
1332,Summer,0,0,0,0
1333,Spring,0,0,0,0
1334,Winter,0,1,1,1
1335,Summer,1,0,1,1
1336,Winter,0,0,0,0
1337,Spring,0,1,1,1
1338,Spring,0,1,1,1
1339,Winter,0,0,0,0
1340,Winter,0,1,1,1
1341,Autumn,0,1,1,0
1342,Winter,0,0,0,0
1343,Spring,0,1,1,1
1344,Summer,1,0,1,0
1345,Autumn,0,0,0,0
1346,Spring,0,0,0,0
1347,Winter,0,0,0,0
1348,Spring,0,0,0,0
1349,Summer,1,0,1,1
1350,Autumn,0,1,1,1
1351,Autumn,0,0,0,0
1352,Winter,0,1,1,0
1353,Summer,1,0,1,0
1354,Summer,1,0,1,1
1355,Summer,1,0,1,1
1356,Autumn,0,1,1,1
1357,Spring,0,0,0,0
1358,Winter,0,0,0,0
1359,Winter,0,1,1,1
1360,Summer,1,1,1,0
1361,Spring,0,0,0,0
1362,Summer,1,0,1,1
1363,Spring,0,1,1,1
1364,Autumn,0,1,1,0
1365,Spring,1,0,1,0
1366,Winter,0,1,1,1
1367,Autumn,0,1,1,1
1368,Winter,0,1,1,1
1369,Winter,0,0,0,1
1370,Summer,1,0,1,1
1371,Summer,1,0,1,1
1372,Winter,0,1,1,1
1373,Autumn,0,1,1,1
1374,Autumn,0,0,0,0
1375,Winter,0,0,0,0
1376,Spring,0,0,0,0
1377,Spring,0,0,0,0
1378,Winter,0,0,0,0
1379,Spring,0,0,0,0
1380,Spring,0,0,0,0
1381,Autumn,0,1,1,1
1382,Autumn,0,1,1,1
1383,Autumn,0,0,0,0
1384,Autumn,1,0,1,1
1385,Spring,1,1,1,1
1386,Winter,0,0,0,0
1387,Winter,0,1,1,1
1388,Autumn,1,1,1,1
1389,Autumn,0,1,1,1
1390,Winter,0,0,0,0
1391,Winter,0,0,0,0
1392,Spring,0,1,1,1
1393,Summer,1,0,1,1
1394,Winter,0,0,0,0
1395,Autumn,1,1,1,1
1396,Autumn,0,1,1,1
1397,Winter,0,1,1,0
1398,Autumn,0,1,1,1
1399,Spring,0,0,0,0
1400,Summer,1,0,1,1
1401,Autumn,0,1,1,1
1402,Winter,0,1,1,1
1403,Summer,0,0,0,0
1404,Summer,0,0,0,0
1405,Summer,1,1,1,1
1406,Autumn,0,1,1,1
1407,Autumn,0,0,0,0
1408,Summer,0,0,0,0
1409,Spring,0,1,1,1
1410,Autumn,1,0,1,1
1411,Winter,0,0,0,0
1412,Winter,0,0,0,0
1413,Spring,0,0,0,0
1414,Summer,1,0,1,1
1415,Winter,0,0,0,0
1416,Autumn,0,1,1,1
1417,Autumn,0,1,1,1
1418,Summer,0,0,0,0
1419,Winter,0,0,0,0
1420,Summer,1,0,1,1
1421,Autumn,1,0,1,1
1422,Spring,1,1,1,1
1423,Winter,0,0,0,0
1424,Spring,1,0,1,1
1425,Summer,0,0,0,0
1426,Summer,1,1,1,1
1427,Autumn,0,1,1,1
1428,Autumn,0,0,0,0
1429,Spring,1,1,1,1
1430,Winter,0,1,1,1
1431,Spring,1,1,1,1
1432,Autumn,0,1,1,1
1433,Summer,1,0,1,1
1434,Autumn,0,1,1,1
1435,Winter,0,0,0,0
1436,Winter,0,1,1,1
1437,Spring,1,0,1,1
1438,Autumn,1,0,1,1
1439,Summer,0,0,0,0
1440,Autumn,0,1,1,0
1441,Spring,0,0,0,0
1442,Autumn,0,1,1,1
1443,Autumn,0,0,0,0
1444,Spring,0,0,0,0
1445,Autumn,0,1,1,1
1446,Spring,1,0,1,1
1447,Autumn,1,1,1,1
1448,Spring,1,0,1,1
1449,Summer,1,0,1,0
1450,Autumn,1,0,1,1
1451,Autumn,1,1,1,1
1452,Spring,1,0,1,1
1453,Winter,0,0,0,0
1454,Spring,1,0,1,1
1455,Spring,0,1,1,1
1456,Winter,0,0,0,0
1457,Spring,0,0,0,0
1458,Spring,1,1,1,1
1459,Summer,0,0,0,0
1460,Summer,1,0,1,1
1461,Spring,0,0,0,0
1462,Winter,0,0,0,0
1463,Summer,1,0,1,1
1464,Winter,0,1,1,1
1465,Winter,0,0,0,0
1466,Autumn,0,1,1,1
1467,Summer,1,1,1,1
1468,Autumn,0,1,1,1
1469,Winter,0,1,1,1
1470,Spring,0,0,0,0
1471,Winter,0,0,0,0
1472,Summer,1,1,1,0
1473,Spring,1,1,1,0
1474,Spring,0,1,1,1
1475,Summer,0,0,0,0
1476,Spring,0,0,0,0
1477,Winter,0,1,1,1
1478,Summer,1,0,1,1
1479,Summer,1,0,1,0
1480,Spring,1,1,1,1
1481,Autumn,1,1,1,1
1482,Spring,1,0,1,1
1483,Summer,0,1,1,1
1484,Autumn,0,0,0,0
1485,Summer,1,0,1,1
1486,Winter,0,0,0,0
1487,Autumn,0,1,1,1
1488,Winter,0,0,0,0
1489,Spring,1,0,1,1
1490,Winter,0,1,1,0
1491,Winter,0,0,0,0
1492,Winter,0,0,0,0
1493,Spring,0,0,0,1
1494,Summer,1,1,1,1
1495,Spring,1,0,1,1
1496,Spring,0,1,1,1
1497,Autumn,0,1,1,1
1498,Winter,0,0,0,0
1499,Spring,1,0,1,1
1500,Winter,0,0,0,0
1501,Winter,0,0,0,1
1502,Winter,0,0,0,0
1503,Spring,1,0,1,1
1504,Spring,1,1,1,1
1505,Spring,1,0,1,0
1506,Autumn,0,1,1,1
1507,Autumn,0,1,1,1
1508,Winter,0,0,0,0
1509,Spring,0,0,0,0
1510,Winter,0,0,0,0
1511,Spring,1,1,1,1
1512,Autumn,0,0,0,0
1513,Autumn,1,0,1,1
1514,Autumn,1,1,1,1
1515,Spring,0,1,1,1
1516,Summer,1,0,1,1
1517,Autumn,1,1,1,1
1518,Winter,0,0,0,0
1519,Spring,1,0,1,0
1520,Autumn,0,0,0,0
1521,Autumn,0,1,1,1
1522,Winter,0,1,1,1
1523,Summer,1,0,1,1
1524,Autumn,0,1,1,1
1525,Winter,0,0,0,1
1526,Summer,1,1,1,1
1527,Spring,0,1,1,1
1528,Autumn,1,1,1,1
1529,Summer,0,0,0,0
1530,Autumn,0,0,0,0
1531,Spring,1,0,1,0
1532,Autumn,0,0,0,0
1533,Spring,1,0,1,1
1534,Autumn,0,1,1,1
1535,Summer,1,0,1,1
1536,Spring,0,1,1,1
1537,Summer,0,0,0,0
1538,Spring,1,0,1,1
1539,Winter,0,0,0,0
1540,Spring,0,0,0,0
1541,Autumn,0,1,1,1
1542,Autumn,1,1,1,1
1543,Autumn,1,1,1,1
1544,Spring,0,1,1,1
1545,Autumn,0,1,1,1
1546,Autumn,0,1,1,1
1547,Summer,1,1,1,1
1548,Summer,1,0,1,1
1549,Summer,1,0,1,1
1550,Spring,0,0,0,0
1551,Autumn,0,0,0,1
1552,Spring,0,1,1,1
1553,Summer,0,0,0,1
1554,Autumn,0,1,1,1
1555,Autumn,1,1,1,1
1556,Winter,0,0,0,0
1557,Summer,1,0,1,1
1558,Summer,1,0,1,1
1559,Autumn,0,1,1,1
1560,Autumn,0,0,0,1
1561,Winter,0,1,1,1
1562,Autumn,1,1,1,0
1563,Winter,0,0,0,0
1564,Spring,0,0,0,1
1565,Summer,0,0,0,0
1566,Summer,1,0,1,1
1567,Winter,0,0,0,0
1568,Autumn,0,1,1,1
1569,Winter,0,0,0,0
1570,Winter,0,0,0,0
1571,Spring,0,1,1,1
1572,Summer,0,0,0,0
1573,Summer,1,1,1,1
1574,Summer,1,0,1,0
1575,Autumn,1,0,1,1
1576,Spring,0,1,1,1
1577,Winter,0,0,0,0
1578,Autumn,0,1,1,1
1579,Summer,1,0,1,1
1580,Spring,1,1,1,1
1581,Spring,1,0,1,1
1582,Spring,0,1,1,1
1583,Spring,0,1,1,0
1584,Autumn,0,0,0,0
1585,Spring,0,1,1,1
1586,Autumn,0,0,0,0
1587,Autumn,0,0,0,0
1588,Spring,1,0,1,1
1589,Summer,1,1,1,1
1590,Winter,0,1,1,1
1591,Winter,0,0,0,1
1592,Summer,1,0,1,1
1593,Winter,0,0,0,0
1594,Autumn,1,1,1,1
1595,Summer,1,0,1,1
1596,Winter,0,0,0,0
1597,Autumn,0,1,1,1
1598,Autumn,0,0,0,1
1599,Summer,1,0,1,1
1600,Autumn,1,1,1,1
1601,Winter,0,0,0,1
1602,Autumn,1,1,1,1
1603,Autumn,0,1,1,1
1604,Spring,0,1,1,1
1605,Spring,0,0,0,0
1606,Winter,0,0,0,0
1607,Summer,0,0,0,0
1608,Spring,0,1,1,0
1609,Winter,0,0,0,0
1610,Winter,0,0,0,0
1611,Summer,0,1,1,1
1612,Summer,0,0,0,1
1613,Autumn,0,0,0,0
1614,Autumn,0,1,1,1
1615,Winter,0,0,0,0
1616,Summer,1,1,1,1
1617,Autumn,0,0,0,0
1618,Spring,1,0,1,1
1619,Spring,1,0,1,1
1620,Winter,0,0,0,0
1621,Summer,1,0,1,1
1622,Autumn,0,1,1,0
1623,Autumn,0,1,1,1
1624,Summer,1,0,1,1
1625,Autumn,1,1,1,0
1626,Autumn,1,1,1,1
1627,Summer,0,0,0,0
1628,Autumn,0,1,1,1
1629,Winter,0,0,0,0
1630,Spring,0,0,0,0
1631,Spring,1,1,1,1
1632,Winter,0,0,0,0
1633,Winter,0,0,0,0
1634,Winter,0,0,0,0
1635,Winter,0,0,0,0
1636,Autumn,0,1,1,1
1637,Summer,0,1,1,1
1638,Spring,0,0,0,0
1639,Autumn,1,1,1,1
1640,Autumn,0,1,1,1
1641,Summer,1,0,1,1
1642,Summer,1,0,1,1
1643,Spring,1,1,1,1
1644,Winter,0,0,0,0
1645,Autumn,0,0,0,0
1646,Summer,0,0,0,0
1647,Winter,0,0,0,0
1648,Summer,1,0,1,1
1649,Winter,0,0,0,0
1650,Summer,1,0,1,1
1651,Spring,0,0,0,0
1652,Winter,0,1,1,1
1653,Winter,0,0,0,0
1654,Summer,1,0,1,1
1655,Winter,0,0,0,0
1656,Autumn,0,1,1,1
1657,Winter,0,0,0,0
1658,Summer,1,0,1,1
1659,Winter,0,0,0,0
1660,Summer,1,1,1,0
1661,Winter,0,1,1,1
1662,Summer,1,1,1,1
1663,Winter,0,0,0,1
1664,Winter,0,1,1,1
1665,Spring,0,0,0,0
1666,Autumn,0,1,1,1
1667,Winter,0,0,0,0
1668,Spring,1,1,1,0
1669,Summer,1,1,1,1
1670,Autumn,1,0,1,1
1671,Summer,1,0,1,1
1672,Winter,0,0,0,0
1673,Spring,0,0,0,0
1674,Autumn,1,0,1,1
1675,Summer,1,0,1,1
1676,Autumn,0,1,1,1
1677,Summer,1,1,1,1
1678,Autumn,0,0,0,0
1679,Spring,1,0,1,1
1680,Winter,0,0,0,0
1681,Winter,0,0,0,0
1682,Summer,1,0,1,1
1683,Winter,0,0,0,1
1684,Summer,1,0,1,0
1685,Spring,0,1,1,1
1686,Autumn,0,1,1,1
1687,Autumn,1,1,1,0
1688,Summer,1,0,1,1
1689,Autumn,0,1,1,1
1690,Winter,0,1,1,0
1691,Autumn,0,1,1,1
1692,Winter,0,0,0,0
1693,Autumn,1,1,1,1
1694,Winter,0,0,0,1
1695,Winter,0,0,0,0
1696,Summer,1,1,1,1
1697,Winter,0,1,1,1
1698,Autumn,1,1,1,1
1699,Spring,0,1,1,1
1700,Winter,0,0,0,1
1701,Autumn,0,1,1,1
1702,Autumn,0,0,0,0
1703,Spring,0,0,0,0
1704,Winter,0,0,0,1
1705,Spring,0,1,1,1
1706,Autumn,0,1,1,1
1707,Winter,0,0,0,0
1708,Winter,0,0,0,0
1709,Spring,0,0,0,0
1710,Summer,1,0,1,1
1711,Winter,0,0,0,0
1712,Autumn,0,1,1,1
1713,Autumn,0,0,0,0
1714,Autumn,0,1,1,1
1715,Winter,0,0,0,0
1716,Winter,0,0,0,0
1717,Winter,0,0,0,0
1718,Spring,1,1,1,1
1719,Autumn,0,0,0,0
1720,Spring,0,0,0,0
1721,Spring,1,1,1,1
1722,Winter,0,0,0,0
1723,Spring,0,1,1,1
1724,Autumn,0,1,1,0
1725,Autumn,0,1,1,1
1726,Autumn,0,0,0,0
1727,Summer,0,1,1,0
1728,Autumn,1,0,1,1
1729,Spring,1,1,1,1
1730,Autumn,0,0,0,0
1731,Summer,1,0,1,0
1732,Winter,0,0,0,0
1733,Winter,0,1,1,1
1734,Spring,0,1,1,1
1735,Winter,0,0,0,0
1736,Spring,0,0,0,0
1737,Spring,0,1,1,1
1738,Winter,0,0,0,0
1739,Winter,0,0,0,0
1740,Autumn,0,1,1,1
1741,Autumn,0,0,0,0
1742,Winter,0,0,0,0
1743,Summer,1,0,1,1
1744,Spring,0,0,0,0
1745,Winter,0,0,0,0
1746,Summer,1,0,1,1
1747,Spring,0,1,1,1
1748,Spring,0,1,1,0
1749,Winter,0,0,0,0
1750,Winter,0,0,0,0
1751,Summer,0,0,0,0
1752,Autumn,1,0,1,1
1753,Spring,1,1,1,1
1754,Autumn,1,0,1,1
1755,Autumn,0,1,1,1
1756,Spring,0,0,0,0
1757,Summer,0,1,1,1
1758,Spring,1,1,1,1
1759,Summer,1,1,1,1
1760,Autumn,0,1,1,0
1761,Summer,1,0,1,1
1762,Winter,0,0,0,0
1763,Autumn,0,1,1,1
1764,Spring,0,0,0,0
1765,Winter,0,0,0,0
1766,Autumn,0,1,1,1
1767,Winter,0,0,0,1
1768,Spring,0,1,1,1
1769,Summer,1,0,1,1
1770,Winter,0,1,1,1
1771,Summer,1,0,1,1
1772,Winter,0,0,0,0
1773,Spring,0,1,1,1
1774,Winter,0,1,1,1
1775,Winter,0,0,0,0
1776,Autumn,0,1,1,1
1777,Summer,1,0,1,0
1778,Winter,0,1,1,1
1779,Summer,1,0,1,0
1780,Summer,1,0,1,1
1781,Winter,0,0,0,0
1782,Autumn,0,1,1,1
1783,Spring,1,0,1,1
1784,Autumn,0,1,1,1
1785,Summer,1,0,1,1
1786,Autumn,0,1,1,1
1787,Spring,0,0,0,0
1788,Winter,0,0,0,0
1789,Spring,0,0,0,0
1790,Autumn,1,0,1,1
1791,Summer,1,0,1,1
1792,Autumn,0,0,0,0
1793,Winter,0,0,0,0
1794,Summer,1,0,1,1
1795,Winter,0,0,0,0
1796,Winter,0,0,0,1
1797,Winter,0,0,0,0
1798,Autumn,0,1,1,1
1799,Autumn,0,0,0,0
1800,Autumn,1,1,1,0
1801,Summer,0,0,0,0
1802,Spring,1,1,1,1
1803,Summer,1,0,1,1
1804,Winter,0,1,1,1
1805,Autumn,0,0,0,0
1806,Summer,1,0,1,1
1807,Spring,0,0,0,0
1808,Autumn,0,1,1,1
1809,Autumn,1,1,1,1
1810,Winter,0,0,0,0
1811,Spring,0,0,0,0
1812,Spring,1,0,1,1
1813,Autumn,0,0,0,0
1814,Winter,0,0,0,0
1815,Winter,0,0,0,0
1816,Summer,0,0,0,0
1817,Winter,0,1,1,1
1818,Spring,1,1,1,1
1819,Autumn,1,1,1,1
1820,Spring,1,0,1,1
1821,Winter,0,1,1,1
1822,Spring,0,1,1,1
1823,Autumn,0,0,0,1
1824,Autumn,0,0,0,0
1825,Spring,1,1,1,1
1826,Winter,0,1,1,1
1827,Winter,0,1,1,1
1828,Summer,1,0,1,1
1829,Summer,0,0,0,0
1830,Spring,0,1,1,1
1831,Winter,0,0,0,0
1832,Autumn,0,0,0,0
1833,Winter,0,0,0,0
1834,Autumn,0,1,1,1
1835,Summer,1,0,1,1
1836,Autumn,0,1,1,1
1837,Autumn,0,1,1,1
1838,Spring,1,1,1,1
1839,Winter,0,0,0,0
1840,Summer,1,0,1,1
1841,Winter,0,0,0,0
1842,Summer,1,0,1,1
1843,Summer,1,0,1,1
1844,Autumn,0,1,1,1
1845,Summer,1,0,1,1
1846,Winter,0,1,1,1
1847,Summer,1,0,1,1
1848,Spring,1,0,1,1
1849,Summer,1,1,1,1
1850,Winter,0,0,0,0
1851,Winter,0,1,1,1
1852,Autumn,0,1,1,1
1853,Autumn,1,1,1,1
1854,Spring,0,0,0,0
1855,Autumn,1,1,1,0
1856,Winter,0,1,1,1
1857,Autumn,0,1,1,1
1858,Autumn,0,1,1,1
1859,Winter,0,0,0,0
1860,Spring,0,1,1,1
1861,Winter,0,0,0,0
1862,Winter,0,0,0,0
1863,Autumn,1,1,1,1
1864,Winter,0,0,0,0
1865,Winter,0,1,1,1
1866,Winter,0,1,1,1
1867,Spring,1,1,1,1
1868,Spring,1,0,1,1
1869,Autumn,0,0,0,0
1870,Winter,0,0,0,1
1871,Autumn,0,0,0,0
1872,Summer,1,1,1,1
1873,Winter,0,0,0,0
1874,Spring,1,1,1,1
1875,Autumn,1,0,1,1
1876,Winter,0,1,1,1
1877,Summer,1,1,1,0
1878,Autumn,1,1,1,1
1879,Winter,0,0,0,0
1880,Summer,1,0,1,1
1881,Autumn,0,0,0,0
1882,Spring,1,1,1,1
1883,Winter,0,1,1,1
1884,Summer,0,0,0,0
1885,Spring,1,0,1,1
1886,Winter,0,0,0,0
1887,Spring,0,1,1,0
1888,Winter,0,0,0,0
1889,Autumn,0,1,1,1
1890,Autumn,1,0,1,1
1891,Autumn,1,1,1,1
1892,Summer,1,0,1,1
1893,Summer,1,1,1,1
